id,title,description,availability,condition,price,link,image_link,brand
M1-Thankyou-1730557019275888196,Greeting Card - Matcha Stay Hom,"Greeting Card varian Matcha Stay Hom dari Homelab cocok untuk memberi pilihan fleksibel untuk penerima hadiah Homelab. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Greeting Card / Kartu Ucapan Bisa request tulisan tangan di belakang. Mohon tulis di bagian keterangan / komentar pas checkout. Kartu Ucapan harus beli dengan produk Homelab lainnya. Ukuran A6 (105 x 148 mm). Bahan Fancy Felt (kertas tebal, textur kasar) Design gambar dari painting artist Indonesia. Prin Checkout mudah melalui marketplace resmi Homelab.",in stock,new,10000 IDR,https://www.homelab.co.id/shop/greeting-card-kartu-ucapan-88196-m1-thankyou,https://cf.shopee.co.id/file/51466b61e070a81540bc39a2e2e7a63b,Homelab
M2-StaySafe-1730557019275888196,Greeting Card - Matcha Thank Y,"Greeting Card varian Matcha Thank Y dari Homelab cocok untuk memberi pilihan fleksibel untuk penerima hadiah Homelab. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Greeting Card / Kartu Ucapan Bisa request tulisan tangan di belakang. Mohon tulis di bagian keterangan / komentar pas checkout. Kartu Ucapan harus beli dengan produk Homelab lainnya. Ukuran A6 (105 x 148 mm). Bahan Fancy Felt (kertas tebal, textur kasar) Design gambar dari painting artist Indonesia. Prin Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,10000 IDR,https://www.homelab.co.id/shop/greeting-card-kartu-ucapan-88196-m2-staysafe,https://cf.shopee.co.id/file/51466b61e070a81540bc39a2e2e7a63b,Homelab
Balon-HBirthday-1730557019275888196,Greeting Card - Birthday,"Greeting Card varian Birthday dari Homelab cocok untuk memberi pilihan fleksibel untuk penerima hadiah Homelab. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Greeting Card / Kartu Ucapan Bisa request tulisan tangan di belakang. Mohon tulis di bagian keterangan / komentar pas checkout. Kartu Ucapan harus beli dengan produk Homelab lainnya. Ukuran A6 (105 x 148 mm). Bahan Fancy Felt (kertas tebal, textur kasar) Design gambar dari painting artist Indonesia. Prin Checkout mudah melalui marketplace resmi Homelab.",in stock,new,9800 IDR,https://www.homelab.co.id/shop/greeting-card-kartu-ucapan-88196-balon-hbirthday,https://cf.shopee.co.id/file/51466b61e070a81540bc39a2e2e7a63b,Homelab
M1-Thankyou-1731183868201961028,Greeting Card - Matcha Stay Hom,"Greeting Card varian Matcha Stay Hom dari Homelab cocok untuk memberi pilihan fleksibel untuk penerima hadiah Homelab. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Greeting Card / Kartu Ucapan Bisa request tulisan tangan di belakang. Mohon tulis di bagian keterangan / komentar pas checkout. Kartu Ucapan harus beli dengan produk Homelab lainnya. Ukuran A6 (105 x 148 mm). Bahan Fancy Felt (kertas tebal, textur kasar) Design gambar dari painting artist Indonesia. Printing 2 Checkout mudah melalui marketplace resmi Homelab.",in stock,new,10000 IDR,https://www.homelab.co.id/shop/greeting-card-kartu-ucapan-61028-m1-thankyou,https://cf.shopee.co.id/file/51466b61e070a81540bc39a2e2e7a63b,Homelab
M2-StaySafe-1731183868201961028,Greeting Card - Matcha Thank Y,"Greeting Card varian Matcha Thank Y dari Homelab cocok untuk memberi pilihan fleksibel untuk penerima hadiah Homelab. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Greeting Card / Kartu Ucapan Bisa request tulisan tangan di belakang. Mohon tulis di bagian keterangan / komentar pas checkout. Kartu Ucapan harus beli dengan produk Homelab lainnya. Ukuran A6 (105 x 148 mm). Bahan Fancy Felt (kertas tebal, textur kasar) Design gambar dari painting artist Indonesia. Printing 2 Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,10000 IDR,https://www.homelab.co.id/shop/greeting-card-kartu-ucapan-61028-m2-staysafe,https://cf.shopee.co.id/file/51466b61e070a81540bc39a2e2e7a63b,Homelab
Balon-HBirthday-1731183868201961028,Greeting Card - Birthday,"Greeting Card varian Birthday dari Homelab cocok untuk memberi pilihan fleksibel untuk penerima hadiah Homelab. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Greeting Card / Kartu Ucapan Bisa request tulisan tangan di belakang. Mohon tulis di bagian keterangan / komentar pas checkout. Kartu Ucapan harus beli dengan produk Homelab lainnya. Ukuran A6 (105 x 148 mm). Bahan Fancy Felt (kertas tebal, textur kasar) Design gambar dari painting artist Indonesia. Printing 2 Checkout mudah melalui marketplace resmi Homelab.",in stock,new,9800 IDR,https://www.homelab.co.id/shop/greeting-card-kartu-ucapan-61028-balon-hbirthday,https://cf.shopee.co.id/file/51466b61e070a81540bc39a2e2e7a63b,Homelab
Toples100gr-PalmSugar,100% Organic Healthy Palm Sugar - Organik G...,"100% Organic Healthy Palm Sugar - Organik G... dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. 100% Organic Palm Sugar - Organik Gula Aren Premium Spesifikasi: ✔️100g Gula Aren ✔️100% Organik ✔️ Di proses natural tanpa pemurnian ❌ Tanpa pengawet ❌ Tanpa Pewarna Cara penyimpanan: Simpan di tempat sejuk dan terhindar dari sinar matahari langsung. Organic palm sugar memiliki dampak yang relatif lebih rend Checkout mudah melalui marketplace resmi Homelab.",in stock,new,35650 IDR,https://www.homelab.co.id/shop/toples100gr-palmsugar,https://cf.shopee.co.id/file/id-11134207-8224p-mji56aqb4mwzb9,Homelab
SendokTakar-BulatGold-1730557156973315652,Matcha Measuring Spoon / Sendok Takar - Hig... - Bulat Gold,"Matcha Measuring Spoon / Sendok Takar - Hig... varian Bulat Gold dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Measuring Spoon / Sendok Takar - High Quality Stainless Steel Spesifikasi: •⁠ ⁠Bahan: Stainless steel berkualitas tinggi •⁠ ⁠Warna & Variant: Silver & Gold Stainless Steel bulat, Silver & Black Petak. •⁠ ⁠Panjang: 11 cm •⁠ ⁠Kapasitas: 1 scoop = 1-1.5 gram matcha ceremonial (tergantung kehalusan matc Checkout mudah melalui marketplace resmi Homelab.",in stock,new,125000 IDR,https://www.homelab.co.id/shop/matcha-measuring-spoon-sendok-takar-high-quality-stainl-15652-sendoktakar-bulatgold,https://cf.shopee.co.id/file/id-11134207-7rasd-m0ppb8zjwun4f9,Homelab
SendokTakar-BulatSilver,Matcha Measuring Spoon / Sendok Takar - Hig... - Bulat Silver,"Matcha Measuring Spoon / Sendok Takar - Hig... varian Bulat Silver dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Measuring Spoon / Sendok Takar - High Quality Stainless Steel Spesifikasi: •⁠ ⁠Bahan: Stainless steel berkualitas tinggi •⁠ ⁠Warna & Variant: Silver & Gold Stainless Steel bulat, Silver & Black Petak. •⁠ ⁠Panjang: 11 cm •⁠ ⁠Kapasitas: 1 scoop = 1-1.5 gram matcha ceremonial (tergantung kehalusan matc Checkout mudah melalui marketplace resmi Homelab.",in stock,new,109000 IDR,https://www.homelab.co.id/shop/sendoktakar-bulatsilver,https://cf.shopee.co.id/file/id-11134207-7rasd-m0ppb8zjwun4f9,Homelab
SendokTakar-PetakBlack,Matcha Measuring Spoon / Sendok Takar - Hig... - Petak Black,"Matcha Measuring Spoon / Sendok Takar - Hig... varian Petak Black dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Measuring Spoon / Sendok Takar - High Quality Stainless Steel Spesifikasi: •⁠ ⁠Bahan: Stainless steel berkualitas tinggi •⁠ ⁠Warna & Variant: Silver & Gold Stainless Steel bulat, Silver & Black Petak. •⁠ ⁠Panjang: 11 cm •⁠ ⁠Kapasitas: 1 scoop = 1-1.5 gram matcha ceremonial (tergantung kehalusan matc Checkout mudah melalui marketplace resmi Homelab.",in stock,new,82500 IDR,https://www.homelab.co.id/shop/sendoktakar-petakblack,https://cf.shopee.co.id/file/id-11134207-7rasd-m0ppb8zjwun4f9,Homelab
SendokTakar-PetakSilver,Matcha Measuring Spoon / Sendok Takar - Hig... - Petak Silver,"Matcha Measuring Spoon / Sendok Takar - Hig... varian Petak Silver dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Measuring Spoon / Sendok Takar - High Quality Stainless Steel Spesifikasi: •⁠ ⁠Bahan: Stainless steel berkualitas tinggi •⁠ ⁠Warna & Variant: Silver & Gold Stainless Steel bulat, Silver & Black Petak. •⁠ ⁠Panjang: 11 cm •⁠ ⁠Kapasitas: 1 scoop = 1-1.5 gram matcha ceremonial (tergantung kehalusan matc Checkout mudah melalui marketplace resmi Homelab.",in stock,new,62500 IDR,https://www.homelab.co.id/shop/sendoktakar-petaksilver,https://cf.shopee.co.id/file/id-11134207-7rasd-m0ppb8zjwun4f9,Homelab
SendokTakar-BulatGold-1730557156973315652-2,Matcha Measuring Spoon / Sendok Takar - Hig... - Bulat Gold,"Matcha Measuring Spoon / Sendok Takar - Hig... varian Bulat Gold dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Measuring Spoon / Sendok Takar - High Quality Stainless Steel Spesifikasi: •⁠ ⁠Bahan: Stainless steel berkualitas tinggi •⁠ ⁠Warna & Variant: Silver & Gold Stainless Steel bulat, Silver & Black Petak. •⁠ ⁠Panjang: 11 cm •⁠ ⁠Kapasitas: 1 scoop = 1-1.5 gram matcha ceremonial (tergantung kehalusan matc Checkout mudah melalui marketplace resmi Homelab.",in stock,new,125000 IDR,https://www.homelab.co.id/shop/matcha-measuring-spoon-sendok-takar-high-quality-stainl-15652-sendoktakar-bulatgold-2,https://cf.shopee.co.id/file/id-11134207-7rasd-m0ppb8zjwun4f9,Homelab
DairyCreamer700gr,Dairy Creamer Premium- Krimer Susu Premium...,"Dairy Creamer Premium- Krimer Susu Premium... dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Tingkatkan rasa minuman Anda dengan Dairy Creamer Premium dari Homelab. Dengan kemasan 700g, creamer ini dirancang khusus untuk memperkaya minuman Anda dengan tekstur yang lembut dan rasa yang gurih. Baik diaduk ke dalam kopi, teh, atau cokelat panas, ia menciptakan konsistensi yang halus dan velvety yang membuat se Checkout mudah melalui marketplace resmi Homelab.",in stock,new,59990 IDR,https://www.homelab.co.id/shop/dairycreamer700gr,https://cf.shopee.co.id/file/id-11134207-7r98u-lvk2dmi9ebgt75,Homelab
PouchS200gr-EarlGrey,Bubuk minuman EARL GREY - Drink Powder 200g,"Bubuk minuman EARL GREY - Drink Powder 200g dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Bubuk Minuman EARL GREY - Halal Nikmati kombinasi aromatik sitrus bergamot calamansi, dan jeruk nipis, serta teh hitam pilihan yang menenangkan Enak diseduh dengan susu apapun ( susu / soy / oat/ almond) Cara seduh Earl Grey dingin: - Gunakan 20g bubuk Earl Grey (1 sampai 2 sendok makan) - Aduk dengan 20ml air pan Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,95000 IDR,https://www.homelab.co.id/shop/pouchs200gr-earlgrey,https://cf.shopee.co.id/file/id-11134207-7r98r-ln6vyn3b0c0n11,Homelab
MatchaScoop-A,Matcha Bamboo Spoon / Sendok Takar Matcha B...,"Matcha Bamboo Spoon / Sendok Takar Matcha B... varian A dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bamboo Spoon / Sendok Takar Matcha Bambu Spesifikasi Produk: Matcha Bamboo Spoon: * Bahan: Terbuat dari bambu pilihan yang kuat, menghasilkan kualitas yang awet dan tahan lama. * Proses Pembuatan: Dibuat dengan kerajinan tangan (hand-crafted), memberikan detail dan keunikan pada setiap sendok. * Fung Checkout mudah melalui marketplace resmi Homelab.",in stock,new,165000 IDR,https://www.homelab.co.id/shop/matchascoop-a,https://cf.shopee.co.id/file/id-11134207-7rash-m29d6y65zo22a9,Homelab
MatchaScoop-B,Matcha Bamboo Spoon / Sendok Takar Matcha B...,"Matcha Bamboo Spoon / Sendok Takar Matcha B... varian B dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bamboo Spoon / Sendok Takar Matcha Bambu Spesifikasi Produk: Matcha Bamboo Spoon: * Bahan: Terbuat dari bambu pilihan yang kuat, menghasilkan kualitas yang awet dan tahan lama. * Proses Pembuatan: Dibuat dengan kerajinan tangan (hand-crafted), memberikan detail dan keunikan pada setiap sendok. * Fung Checkout mudah melalui marketplace resmi Homelab.",in stock,new,165000 IDR,https://www.homelab.co.id/shop/matchascoop-b,https://cf.shopee.co.id/file/id-11134207-7rash-m29d6y65zo22a9,Homelab
MatchaScoop-C,Matcha Bamboo Spoon / Sendok Takar Matcha B...,"Matcha Bamboo Spoon / Sendok Takar Matcha B... varian C dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bamboo Spoon / Sendok Takar Matcha Bambu Spesifikasi Produk: Matcha Bamboo Spoon: * Bahan: Terbuat dari bambu pilihan yang kuat, menghasilkan kualitas yang awet dan tahan lama. * Proses Pembuatan: Dibuat dengan kerajinan tangan (hand-crafted), memberikan detail dan keunikan pada setiap sendok. * Fung Checkout mudah melalui marketplace resmi Homelab.",in stock,new,165000 IDR,https://www.homelab.co.id/shop/matchascoop-c,https://cf.shopee.co.id/file/id-11134207-7rash-m29d6y65zo22a9,Homelab
MatchaScoop-D,Matcha Bamboo Spoon / Sendok Takar Matcha B...,"Matcha Bamboo Spoon / Sendok Takar Matcha B... varian D dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bamboo Spoon / Sendok Takar Matcha Bambu Spesifikasi Produk: Matcha Bamboo Spoon: * Bahan: Terbuat dari bambu pilihan yang kuat, menghasilkan kualitas yang awet dan tahan lama. * Proses Pembuatan: Dibuat dengan kerajinan tangan (hand-crafted), memberikan detail dan keunikan pada setiap sendok. * Fung Checkout mudah melalui marketplace resmi Homelab.",in stock,new,165000 IDR,https://www.homelab.co.id/shop/matchascoop-d,https://cf.shopee.co.id/file/id-11134207-7rash-m29d6y65zo22a9,Homelab
MatchaScoop-E,Matcha Bamboo Spoon / Sendok Takar Matcha B...,"Matcha Bamboo Spoon / Sendok Takar Matcha B... varian E dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bamboo Spoon / Sendok Takar Matcha Bambu Spesifikasi Produk: Matcha Bamboo Spoon: * Bahan: Terbuat dari bambu pilihan yang kuat, menghasilkan kualitas yang awet dan tahan lama. * Proses Pembuatan: Dibuat dengan kerajinan tangan (hand-crafted), memberikan detail dan keunikan pada setiap sendok. * Fung Checkout mudah melalui marketplace resmi Homelab.",in stock,new,135000 IDR,https://www.homelab.co.id/shop/matchascoop-e,https://cf.shopee.co.id/file/id-11134207-7rash-m29d6y65zo22a9,Homelab
MC-KyoOrganic,Kyo Matcha 20g,"Kyo Matcha 20g dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab – Kyo Organic Uji Kyoto Ceremonial Organic Matcha (20g) Natural • Earthy • Clean Kyo Organic adalah ceremonial organic matcha dari Uji, Kyoto – Jepang dengan karakter rasa natural, earthy, dan clean. Menggunakan blend cultivar Okumidori, Yabukita, dan Goko dengan kombinasi 1st & 2nd harvest. Diproduksi dari Checkout mudah melalui marketplace resmi Homelab.",in stock,new,201000 IDR,https://www.homelab.co.id/shop/mc-kyoorganic,https://cf.shopee.co.id/file/id-11134207-822wr-mlbuv8tle1hrd1,Homelab
HLC-Matcha-01,Matcha Ceremonial Grade Organic 30g Powder - 01,"Matcha Ceremonial Grade Organic 30g Powder varian 01 dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Netto : 30 gram Ceremonial Grade 100% Organic Matcha from Japan How to enjoy ceremonial matcha: - 1.5g or 2/3 teaspoon of matcha powder - 100ml of 75* C warm water - Whisk ingredients above until frothy, smooth & no visible clumps Checkout mudah melalui marketplace resmi Homelab.",in stock,new,499990 IDR,https://www.homelab.co.id/shop/hlc-matcha-01,https://cf.shopee.co.id/file/id-11134207-7ra0u-mbeuew4hvalnd1,Homelab
HLC-Matcha-02,Matcha Ceremonial Grade Organic 30g Powder - 02,"Matcha Ceremonial Grade Organic 30g Powder varian 02 dari Homelab cocok untuk melengkapi setup matcha dan minuman harian. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Netto : 30 gram Ceremonial Grade 100% Organic Matcha from Japan How to enjoy ceremonial matcha: - 1.5g or 2/3 teaspoon of matcha powder - 100ml of 75* C warm water - Whisk ingredients above until frothy, smooth & no visible clumps Checkout mudah melalui marketplace resmi Homelab.",in stock,new,379990 IDR,https://www.homelab.co.id/shop/hlc-matcha-02,https://cf.shopee.co.id/file/id-11134207-7ra0u-mbeuew4hvalnd1,Homelab
